page_number,defendant_address,defendant_name,case_status,filling_date,close_date,case_summary,Sector,Industry,Symbol,Status_2,Headquarters,Company_market,Court,Docket,Judge,Date_Filed,Class_Period_Start,Class_Period_End,Plaintiff_firm,Ref_court,Ref_docket,Ref_judge,Ref_date_filed,Ref_class_period_start,Ref_class_period_end,YEAR_FILED,Breach_Fiduciary_Duties,Merger,Proxy_violation,Related_parties,Stock_Drop,Cash_Flow,Revenue_Rec,Net_Income,Customers,Fourth_Quarter,Third_Quarter,Second_Quarter,Press_Release,10K_Filling,10Q_Filling,Corporate_Governance,Conflicts_Interest,Accounting,Fees,Failed_disclose,False_misleading,Commissions,Bankruptcy,Secondary_Offering,IPO,1934_Exchange_Act,Derivative,10b5,1933_Act,Heavy_trading,Sexual_Misconduct
149,NULL," Vencor, Inc. 
								  
",Settled,1997-12-24,2002-05-16,NULL," Healthcare"," Healthcare Facilities"," VC"," Public (Listed)"," United States"," New York SE"," W.D. Kentucky"," 97-CV-00835"," Hon. Charles R. Simpson III",1997-12-24,1997-02-10,1997-10-21,"Middleton & Reutlinger2500 Brown and Williamson Tower, Middleton & Reutlinger, KY 40202502584.1135 502.561.0442 · "," W.D. Kentucky"," 97-CV-00835"," Hon. Charles R. Simpson III",1998-07-27,1997-02-10,1997-10-21,1997,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL
150,NULL," Versant Object Technology Corporation 
								  
",Dismissed,1998-01-26,2003-02-28,NULL," Technology"," Software & Programming"," VSNT"," Public (Listed)"," United States"," NASDAQ"," N.D. California"," 98-CV-0299"," Hon. Claudia Wilken",1998-01-26,1997-04-28,1998-01-13,"Weiss & Yourman (New York, NY)The French Building, 551 Fifth Ave., Suite 1600, Weiss & Yourman (New York, NY), NY 10126212.682.3025 212.682.3010 · info@wyca.com"," N.D. California"," 98-CV-0299"," Hon. Claudia Wilken",2001-05-10,1997-04-28,1998-01-13,1998,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,1,NULL,1,NULL,NULL,NULL
151,NULL," Vesta Insurance Group, Inc. 
								  
",Settled,1998-06-02,2002-10-01,NULL," Financial"," Insurance (Prop. & Casualty)"," VTA"," Public (Listed)"," United States"," New York SE"," N.D. Alabama"," 98-CV-01407"," Hon. William M. Acker Jr",1998-06-02,1997-10-30,1998-06-01,"Milberg Weiss Bershad Hynes & Lerach LLP (San Diego, CA)600 West Broadway, 1800 One America Plaza, Milberg Weiss Bershad Hynes & Lerach LLP (San Diego, CA), CA 92101800.449.4900  · support@milberg.com"," N.D. Alabama"," 98-CV-01407"," Hon. William M. Acker Jr",1999-03-15,1997-10-30,1998-06-01,1998,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
152,NULL," ViaGrafix Corporation 
								  
",Dismissed,1998-05-22,2001-02-02,NULL," Technology"," Software & Programming"," VIAX"," Public (Listed)"," United States"," NASDAQ"," N.D. Texas"," 98-CV-1216"," Magistrate Judge Jeff Kaplan",1998-05-22,1998-03-04,1998-05-11,"Gerard Singer & Levick, P.C.16200 Addison Road, Suite 140 , Gerard Singer & Levick, P.C., TX 75001 972.380.5748. · "," N.D. Texas"," 98-CV-1216"," Magistrate Judge Jeff Kaplan",2000-06-28,1998-03-04,1998-05-11,1998,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL,NULL,1,1,NULL,NULL,1,NULL,NULL
153,NULL," Videolan Technologies, Inc. 
								  
",Settled,1997-05-09,2000-09-29,NULL," Technology"," Computer Peripherals"," VLNT"," Public (Listed)"," United States"," NASDAQ"," W.D. Kentucky"," 97-CV-00296"," Hon. John G. Heyburn II",1997-05-09,1995-11-07,1996-05-28,"Abbey Gardy & Squiteri LLP (San Francisco)595 Market Street, Suite 2500, Abbey Gardy & Squiteri LLP (San Francisco), CA 94105415.538.3725  · "," W.D. Kentucky"," 97-CV-00296"," Hon. John G. Heyburn II",1997-09-22,1995-11-07,1996-05-28,1997,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
154,NULL," Vision Twenty-One, Inc. 
								  
",Settled,1999-01-22,2003-09-22,NULL," Services"," Business Services"," EYES"," Public (Listed)"," United States"," NASDAQ"," M.D. Florida"," 99-CV-00138"," Hon. Henry L. Adams, Jr.",1999-01-22,1997-12-05,1998-11-05,"Hanzman, Criden, Korge, Chaykin, Ponce & Heise, P.A.200  S. Biscayne Blvd., Hanzman, Criden, Korge, Chaykin, Ponce & Heise, P.A., FL 33131  · "," M.D. Florida"," 99-CV-00138"," Hon. Henry L. Adams, Jr.",1999-08-16,1997-12-05,1998-11-05,1999,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL
155,NULL," VISTA 2000, Inc. 
								  
",Settled,1996-04-16,1997-03-18,NULL," Consumer Cyclical"," Appliance & Tool"," VISTE"," Public (Listed)"," United States"," NASDAQ"," N.D. Georgia"," 96-CV-00906"," Hon. Frank M. Hull",1996-04-16,1995-10-02,1996-03-25,"Berman DeValerio Pease Tabacco Burt & Pucillo (MA)One Liberty Square, Berman DeValerio Pease Tabacco Burt & Pucillo (MA), MA 2109617.542.8300 617.230.0903 · info@bermanesq.com"," N.D. Georgia"," 96-CV-00906"," Hon. Frank M. Hull",1996-07-23,1994-11-11,1996-04-15,1996,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,1,NULL,NULL,1,NULL,NULL,NULL,1,1,NULL,1,1,NULL,NULL
156,NULL," Vivus, Inc. 
								  
",Settled,1998-03-16,2001-10-19,NULL," Healthcare"," Medical Equipment & Supplies"," VVUS"," Public (Listed)"," United States"," NASDAQ"," N.D. California"," 98-CV-1026"," Hon. Saundra Brown Armstrong",1998-03-16,1997-05-02,1997-12-09,"Weiss & Yourman (New York, NY)The French Building, 551 Fifth Ave., Suite 1600, Weiss & Yourman (New York, NY), NY 10126212.682.3025 212.682.3010 · info@wyca.com"," N.D. California"," 98-CV-1026"," Hon. Saundra Brown Armstrong",1998-10-13,1997-05-02,1997-12-09,1998,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL
157,NULL," Wabash National Corporation 
								  
",Settled,1999-01-22,2001-12-04,NULL," Consumer Cyclical"," Auto & Truck Manufacturers"," WNC"," Public (Listed)"," United States"," New York SE"," N.D. Indiana"," 99-CV-00003"," Hon. Allen Sharp",1999-01-22,1998-04-20,1999-01-15,"Amer Cunningham Brennan Co., L.P.A.159 Main Street, 6th Floor, The Key Building, Amer Cunningham Brennan Co., L.P.A., OH 44308330.762.2411  · "," N.D. Indiana"," 99-CV-00003"," Hon. Allen Sharp",1999-07-06,1998-04-20,1999-01-15,1999,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,1,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
158,NULL," Wellcare Management Group, Inc. 
								  
",Settled,1996-03-29,2001-03-27,NULL," Financial"," Insurance (Accident & Health)"," WELL"," Public (Listed)"," United States"," NASDAQ"," N.D. New York"," 96-CV-0521"," Magistrate Judge David R. Homer",1996-03-29,1994-08-02,1996-03-18,"Milberg Weiss Bershad Hynes & Lerach LLP (San Diego, CA)600 West Broadway, 1800 One America Plaza, Milberg Weiss Bershad Hynes & Lerach LLP (San Diego, CA), CA 92101800.449.4900  · support@milberg.com"," N.D. New York"," 96-CV-0521"," Magistrate Judge David R. Homer",1996-08-21,1994-08-02,1996-03-18,1996,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,1,NULL,NULL,1,NULL,NULL,NULL,NULL,1,NULL,1,NULL,NULL,NULL
159,NULL," Westbridge Capital Corporation 
								  
",Settled,1997-12-17,1999-01-21,NULL," Financial"," Insurance (Accident & Health)"," AASR"," Public (Listed)"," United States"," New York SE"," N.D. Texas"," 97-CV-3087"," Hon. Sam A. Lindsay",1997-12-17,1996-10-31,1997-10-31,"Leo W. Desmond2161 Palm Beach Lakes Boulevard, Suite 204, Leo W. Desmond, FL 33409561.712.8000 561.712.8000 · stocklaw@bellsouth.net "," N.D. Texas"," 97-CV-3087"," Hon. Sam A. Lindsay",1998-08-18,1996-10-31,1997-10-31,1997,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,1,NULL,NULL,1,NULL,NULL
160,NULL," World Access, Inc. 
								  
",Dismissed,1999-01-07,2004-03-17,NULL," Services"," Communications Services"," WAXS"," Public (Listed)"," United States"," NASDAQ"," N.D. Georgia"," 99-CV-00043"," Hon. Orinda D. Evans",1999-01-07,1998-10-27,1999-01-04,"Abbey Gardy & Squiteri LLP (San Francisco)595 Market Street, Suite 2500, Abbey Gardy & Squiteri LLP (San Francisco), CA 94105415.538.3725  · "," N.D. Georgia"," 99-CV-00043"," Hon. Orinda D. Evans",1999-05-28,1998-10-07,1999-01-05,1999,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL
161,NULL," WorldPort Communications, Inc. 
								  
",Settled,1999-07-14,2001-10-24,NULL," Technology"," Computer Services"," WRDP"," Public (Listed)"," United States"," NASDAQ"," N.D. Georgia"," 99-CV-01817"," Hon. Clarence Cooper",1999-07-14,1999-01-04,1999-06-25,"Berger & Montague PC1622 Locust Street, Berger & Montague PC, PA 19103800.424.6690 215.875.4604 · investorprotect@bm.net"," N.D. Georgia"," 99-CV-01817"," Hon. Clarence Cooper",2000-03-20,1999-01-04,1999-06-28,1999,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL
162,NULL," YBM Magnex International, Inc. 
								  
",Settled,1998-12-11,2000-12-06,NULL," Basic Materials"," Misc. Fabricated Products"," YBM"," Public (Listed)"," Canada"," Toronto Stock Exchange"," E.D. Pennsylvania"," 98-CV-6444"," Hon. Clarence C. Newcomer",1998-12-11,1996-03-07,1998-05-14,"Barrack, Rodos & Bacine (San Diego - former)402 West Broadway , Barrack, Rodos & Bacine (San Diego - former), CA 92101619.230.0800 619.230.1874 · info@barrack.com"," E.D. Pennsylvania"," 98-CV-6444"," Hon. Clarence C. Newcomer",1999-05-26,1996-03-07,1998-05-14,1998,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL
163,NULL," Yes! Entertainment Corporation 
								  
",Settled,1997-04-17,1998-09-23,NULL," Consumer Cyclical"," Recreational Products"," YESS"," Public (Listed)"," United States"," NASDAQ"," N.D. California"," 97-CV-1388"," Hon. Charles R. Breyer",1997-04-17,1996-03-29,1996-12-12,"Lawrence G. Soicher342 Madison Avenue, 18th Floor , Lawrence G. Soicher, NY 10173212/883.8000  · "," N.D. California"," 97-CV-1388"," Hon. Charles R. Breyer",1997-08-06,1996-03-29,1996-12-12,1997,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL
164,NULL," Zapata Corporation 
								  
",Dismissed,1998-10-21,1999-09-15,NULL," Consumer Non-Cyclical"," Food Processing"," ZAP"," Public (Listed)"," United States"," New York SE"," S.D. Texas"," 98-CV-3498"," Hon. Sim Lake",1998-10-21,1998-07-06,1998-10-15,"Berger & Montague PC1622 Locust Street, Berger & Montague PC, PA 19103800.424.6690 215.875.4604 · investorprotect@bm.net"," S.D. Texas"," 98-CV-3498"," Hon. Sim Lake",1999-02-16,1998-07-06,1998-10-15,1998,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
165,NULL," ZiLOG, Inc. 
								  
",Dismissed,1998-01-23,2000-11-15,NULL," Technology"," Semiconductors"," ZLG"," Public (Listed)"," United States"," New York SE"," N.D. California"," 98-CV-00271"," Hon. Claudia Wilken",1998-01-23,1997-06-30,1997-11-20,"Stull, Stull & Brody  (New York)6 East 45th Street, Stull, Stull & Brody  (New York), NY 10017310.209.2468 310.209.2087 · SSBNY@aol.com"," N.D. California"," 98-CV-20420"," Hon. Claudia Wilken",1998-11-06,1997-06-30,1997-11-20,1998,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL
166,NULL," Zonagen, Inc. 
								  
",Dismissed,1998-03-09,2004-07-27,NULL," Healthcare"," Biotechnology & Drugs"," ZONA"," Public (Listed)"," United States"," NASDAQ"," S.D. Texas"," 98-CV-00693"," Hon. Sim Lake",1998-03-09,1996-04-01,1997-11-18,"Finkelstein, Thompson & Loughran1050 30th Street, NW, Finkelstein, Thompson & Loughran, DC 20007202.337.8000 202.337.8090 · contact@ftllaw.com"," S.D. Texas"," 98-CV-00693"," Hon. Sim Lake",1998-06-19,1996-02-07,1998-01-09,1998,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,1,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,1,NULL,1,NULL,NULL,NULL
167,NULL," Tee-Comm Electronics, Inc. 
								  
",Settled,1998-02-03,2000-11-03,NULL," Services"," Broadcasting & Cable TV"," TENXF"," Public (Listed)"," Canada"," NASDAQ"," D. Connecticut"," 98-CV-00213"," Hon. Alfred V. Covello",1998-02-03,1996-07-31,1997-05-27,"Harris, Beach & Wilcox, LLPTwo World Trade Center 85th Floor, Harris, Beach & Wilcox, LLP, NY 10048212.687.0100.  · "," D. Connecticut"," 98-CV-00213"," Hon. Alfred V. Covello",1998-11-05,1995-10-18,1997-05-27,1998,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,1,1,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL
168,NULL," Teletek, Inc. 
								  
",Dismissed,1996-12-02,2003-02-10,NULL," Services"," Communications Services"," TLTK"," Public (Listed)"," United States"," NASDAQ"," D. Nevada"," 96-CV-01114"," Hon. Kent J. Dawson",1996-12-02,1993-11-22,1996-11-07,"Stull, Stull & Brody  (New York)6 East 45th Street, Stull, Stull & Brody  (New York), NY 10017310.209.2468 310.209.2087 · SSBNY@aol.com",None,None,None,1900-01-01,1900-01-01,1900-01-01,1996,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,1,NULL,1,NULL,NULL,NULL
169,NULL," Tel-Save Holdings 
								  
",Settled,1998-06-18,2001-11-09,NULL," Services"," Communications Services"," TALK"," Public (Listed)"," United States"," NASDAQ"," E.D. Pennsylvania"," 98-CV-03145"," Hon. Ronald L. Buckwalter",1998-06-18,1997-08-14,1998-05-22,"Abraham & AssociatesOne Penn Plaza, Suite 1910, Abraham & Associates, NY 10119212.714.2444 212.714.2444 · Larryl@abrahamlaw.com"," E.D. Pennsylvania"," 98-CV-03145"," Hon. Ronald L. Buckwalter",1999-06-18,1997-08-14,1998-05-22,1998,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
170,NULL," Theragenics Corporation 
								  
",Settled,1999-01-15,2004-09-30,NULL," Healthcare"," Biotechnology & Drugs"," TGX"," Public (Listed)"," United States"," New York SE"," N.D. Georgia"," 99-CV-00141"," Hon. Thomas W. Thrash",1999-01-15,1998-01-29,1999-01-11,"Chitwood & Harley LLP1230 Peachtree Street, N.E., 2300 Promenade II, Chitwood & Harley LLP, GA 30309888.873.3999 404.873.4476 · info@chitwoodlaw.com"," N.D. Georgia"," 99-CV-00141"," Hon. Thomas W. Thrash",2000-08-21,1998-01-29,1999-01-11,1999,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,1,1,NULL,NULL,NULL,NULL
171,NULL," Theta Group, LLC 
								  
",Settled,1997-01-27,2000-07-21,NULL," Financial"," Investment Services"," "," Privately Held"," United States"," Privately Traded"," N.D. Illinois"," 97-CV-0565"," Hon. Arlander Keys",1997-01-27,1995-10-01,1996-11-26,"Much, Shelist, Freed, Denenberg, Ament & Eiger, P.C.200 N LaSalle St Ste 2100, Much, Shelist, Freed, Denenberg, Ament & Eiger, P.C., IL 60601312.346.3100  · ",None,None,None,1900-01-01,1900-01-01,1900-01-01,1997,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
172,NULL," Think New Ideas, Inc. 
								  
",Settled,1998-09-25,2002-09-19,NULL," Services"," Business Services"," THNK"," Public (Listed)"," United States"," NASDAQ"," S.D. New York"," 98-CV-06809"," Hon. Sidney H. Stein",1998-09-25,1997-11-14,1998-09-21,"Faruqi & Faruqi LLP (New York) (former)320 East 39th Street, Faruqi & Faruqi LLP (New York) (former), NY 10016212.983.9330 212.983.9331 · Nfaruqi@faruqilaw.com"," S.D. New York"," 98-CV-06809"," Hon. Sidney H. Stein",2000-04-14,1997-11-05,1998-09-21,1998,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,1,NULL,NULL,NULL,NULL,1,NULL,1,NULL,NULL,NULL
173,NULL," Total Renal Care 
								  
",Settled,1999-02-19,2000-10-26,NULL," Healthcare"," Healthcare Facilities"," TRL"," Public (Listed)"," United States"," New York SE"," C.D. California"," 99-CV-1745"," Hon. Consuelo B. Marshall",1999-02-19,1998-04-01,1999-02-17,"Abbey Gardy & Squiteri LLP (San Francisco)595 Market Street, Suite 2500, Abbey Gardy & Squiteri LLP (San Francisco), CA 94105415.538.3725  · "," C.D. California"," 99-CV-1745"," Hon. Consuelo B. Marshall",1999-10-06,1998-04-01,1999-02-17,1999,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,1,1,NULL,NULL,1,1,1,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,1,NULL
174,NULL," Touchstone Software Corporation 
								  
",Settled,1996-01-26,1997-04-17,NULL," Technology"," Software & Programming"," TSSW"," Public (Listed)"," United States"," NASDAQ"," C.D. California"," 96-CV-00081"," Hon. Gary L. Taylor",1996-01-26,1995-05-02,1995-12-21,"Dyer, Donnelly & Lilly825 Logan Street, Dyer, Donnelly & Lilly 80203-3114303.861.3003  · ",None,None,None,1900-01-01,1900-01-01,1900-01-01,1996,1,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
175,NULL," Tower Semiconductor Ltd. 
								  
",Settled,1996-06-21,1999-06-01,NULL," Technology"," Semiconductors"," TSEM"," Public (Listed)"," Israel"," NASDAQ"," D. New Jersey"," 96-CV-3090"," Hon. I. Leo Glasser",1996-06-21,1995-05-25,1996-06-10,"Stull, Stull & Brody  (New York)6 East 45th Street, Stull, Stull & Brody  (New York), NY 10017310.209.2468 310.209.2087 · SSBNY@aol.com"," D. New Jersey"," 96-CV-03711"," Hon. I. Leo Glasser",1997-01-13,1995-05-25,1996-06-10,1996,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,1,NULL,1,NULL,NULL,NULL
176,NULL," Transcrypt International, Inc. 
								  
",Settled,1998-03-31,2000-03-28,NULL," Technology"," Communications Equipment"," TRII"," Public (Listed)"," United States"," NASDAQ"," D. Nebraska"," 98-CV-3099"," Magistrate Judge David L. Piester",1998-03-31,1997-10-15,1998-03-27,"Dyer, Donnelly & Lilly825 Logan Street, Dyer, Donnelly & Lilly 80203-3114303.861.3003  · "," D. Nebraska"," 98-CV-3099"," Magistrate Judge David L. Piester",1999-03-04,1997-10-15,1998-03-27,1998,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
177,NULL," Transitional Hospitals Corporation 
								  
",Dismissed,1997-06-19,1999-03-23,NULL," Healthcare"," Healthcare Facilities"," THY"," Public (Listed)"," United States"," New York SE"," D. Nevada"," 97-CV-00747"," Hon. David W. Hagen",1997-06-19,1997-02-26,1997-05-04,"Albright, Stoddard, Warnick & Albright801 South Rancho Drive, Quail Park Suite D-4, Albright, Stoddard, Warnick & Albright, NV 89106702.384.7111  · ",None,None,None,1900-01-01,1900-01-01,1900-01-01,1997,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
178,NULL," Triarc Companies, Inc. 
								  
",Dismissed,1999-03-23,2003-07-14,NULL," Services"," Restaurants"," TRY"," Public (Listed)"," United States"," New York SE"," S.D. New York"," 99-CV-2202"," Hon. Richard M. Berman",1999-03-23,1999-03-10,1999-03-23,"Wechsler Harwood LLP488 Madison Avenue 8th Floor, Wechsler Harwood LLP, NY 10022212.935.7400  · info@whhf.com"," S.D. New York"," 99-CV-2202"," Hon. Richard M. Berman",2000-04-06,1999-03-10,1999-03-23,1999,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL
179,NULL," TriTeal Corporation 
								  
",Settled,1997-11-07,1999-03-23,NULL," Technology"," Software & Programming"," TEAL"," Public (Listed)"," United States"," NASDAQ"," S.D. California"," 97-CV-2008"," Hon. Marilyn L. Huff",1997-11-07,1996-09-03,1997-10-02,"Abbey Gardy & Squiteri LLP (San Francisco)595 Market Street, Suite 2500, Abbey Gardy & Squiteri LLP (San Francisco), CA 94105415.538.3725  · "," S.D. California"," 97-CV-2008"," Hon. Marilyn L. Huff",1998-03-25,1996-08-07,1998-01-23,1997,NULL,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,1,NULL,NULL,1,1,1,NULL,NULL,NULL,NULL,NULL
180,NULL," Triton Energy Limited 
								  
",Settled,1998-07-17,2002-09-24,NULL," Energy"," Oil & Gas Operations"," OIL"," Public (Listed)"," United States"," New York SE"," E.D. Texas"," 98-CV-256"," Hon. David Folsom",1998-07-17,1998-03-30,1998-07-17,"Milberg Weiss Bershad Hynes & Lerach LLP (New York, NY)One Pennsylvania Plaza, Milberg Weiss Bershad Hynes & Lerach LLP (New York, NY), NY 10119-1065212.594.5300  · "," E.D. Texas"," 98-CV-256"," Hon. David Folsom",1999-11-15,1998-03-30,1998-07-17,1998,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
181,NULL," TRO Learning, Inc. 
								  
",Dismissed,1997-12-15,1998-05-20,NULL," Services"," Printing & Publishing"," TUTR"," Public (Listed)"," United States"," NASDAQ"," N.D. Illinois"," 97-CV-8683"," Hon. James B. Zagel",1997-12-15,1995-12-07,1997-11-18,"Kenneth A. Elan (Chicago )30 North LaSalle Street, Suite 3200, Kenneth A. Elan (Chicago ), IL 60602312782.4880  · mmiller@millerfauchner.com",None,None,None,1900-01-01,1900-01-01,1900-01-01,1997,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
182,NULL," Turbodyne Technologies, Inc. 
								  
",Settled,1999-01-22,2002-12-12,NULL," Consumer Cyclical"," Auto & Truck Parts"," TRBD"," Public (Listed)"," United States"," NASDAQ"," C.D. California"," 99-CV-697"," Hon. Margaret M. Morrow",1999-01-22,1997-03-01,1999-01-22,"Finkelstein & Krinsk LLP501 West Broadway, Suit 1250, Finkelstein & Krinsk LLP, CA 92101877.493.5366 619.238.5425 · "," C.D. California"," 99-CV-697"," Hon. Margaret M. Morrow",2001-01-23,1997-03-01,1999-01-22,1999,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,1,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL
