page_number,defendant_address,defendant_name,case_status,filling_date,close_date,case_summary,Sector,Industry,Symbol,Status_2,Headquarters,Company_market,Court,Docket,Judge,Date_Filed,Class_Period_Start,Class_Period_End,Plaintiff_firm,Ref_court,Ref_docket,Ref_judge,Ref_date_filed,Ref_class_period_start,Ref_class_period_end,YEAR_FILED,Breach_Fiduciary_Duties,Merger,Proxy_violation,Related_parties,Stock_Drop,Cash_Flow,Revenue_Rec,Net_Income,Customers,Fourth_Quarter,Third_Quarter,Second_Quarter,Press_Release,10K_Filling,10Q_Filling,Corporate_Governance,Conflicts_Interest,Accounting,Fees,Failed_disclose,False_misleading,Commissions,Bankruptcy,Secondary_Offering,IPO,1934_Exchange_Act,Derivative,10b5,1933_Act,Heavy_trading
535,NULL," Chubb Corporation 
								  
",Dismissed,2000-08-31,2005-03-31,NULL," Financial"," Insurance (Prop. & Casualty)"," CB"," Public (Listed)"," United States"," New York SE"," D. New Jersey"," 00-CV-4285"," Hon. Garr",2000-08-31,1999-04-27,1999-10-15,"Cohn, Lifland, Pearlman, Herrmann & KnopfPark 80 Plaza West-One, Cohn, Lifland, Pearlman, Herrmann & Knopf, NJ 7663201845.9600  · info@njlawfirm.com"," D. New Jersey"," 00-CV-4285"," Hon. Garrett E. Brown, Jr.",2002-08-09,1999-04-27,1999-10-15,2000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,1,NULL,1,1,NULL
536,NULL," Citizens Utilities Co. 
								  
",Settled,1997-08-14,2001-02-01,NULL," Utilities"," Water Utilities"," CZN"," Public (Listed)"," United States"," New York SE"," D. Connecticut"," 97-CV-1642"," Hon. Domi",1997-08-14,1996-09-05,1997-07-11,None,None,None,None,1900-01-01,1900-01-01,1900-01-01,1997,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL
537,NULL," The Clorox Company 
								  
",Dismissed,1999-10-06,2002-11-21,NULL," Consumer Non-Cyclical"," Personal & Household Products"," CLX"," Public (Listed)"," United States"," New York SE"," N.D. California"," 99-CV-04471"," Hon. Will",1999-10-06,1998-10-19,1999-08-11,"Milberg Weiss Bershad Hynes & Lerach LLP (S.F., CA)100 Pine Street - Suite 2600, Milberg Weiss Bershad Hynes & Lerach LLP (S.F., CA), CA 94111415.288.4545 415.288.4534 · "," N.D. California"," 99-CV-04471"," Hon. William H. Alsup",2001-08-31,1998-10-19,1999-08-11,1999,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL
538,NULL," Coastal Physician Group, Inc. 
								  
",Dismissed,1997-10-24,1999-12-08,NULL," Healthcare"," Healthcare Facilities"," DR"," Public (Listed)"," United States"," New York SE"," M.D. North Carolina"," 97-CV-01126"," Hon. Fran",1997-10-24,1995-08-14,1997-08-29,"Law Firm of Harvey Greenfield (New York)60 East 42nd Street, Suite 2001, Law Firm of Harvey Greenfield (New York), NY 10165212.949.5500 212.949.0049 · hgreenf@banet.net"," M.D. North Carolina"," 97-CV-01126"," Hon. Frank W. Bullock Jr.",1997-10-30,1995-08-14,1997-08-29,1997,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,1,NULL,NULL
539,NULL," Cohr, Inc. 
								  
",Settled,1998-04-21,2000-06-14,NULL," Services"," Business Services"," CHRI"," Public (Listed)"," United States"," NASDAQ"," C.D. California"," 98-CV-3028"," Hon. J. S",1998-04-21,1996-08-13,1998-04-17,None,None,None,None,1900-01-01,1900-01-01,1900-01-01,1998,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,1,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
540,NULL," Coinmach Laundry Corporation 
								  
",Dismissed,1999-04-08,2000-12-15,NULL," Services"," Personal Services"," WDRY"," Public (Listed)"," United States"," NASDAQ"," E.D. New York"," 99-CV-01968"," Hon. Jaco",1999-04-08,1997-08-06,1998-09-29,"Milberg Weiss Bershad Hynes & Lerach LLP (New York, NY)One Pennsylvania Plaza, Milberg Weiss Bershad Hynes & Lerach LLP (New York, NY), NY 10119-1065212.594.5300  · "," E.D. New York"," 99-CV-01968"," Hon. Jacob Mishler",1999-12-10,1997-08-06,1998-09-29,1999,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,1,NULL,1,NULL,1,1,NULL
541,NULL," Command Systems 
								  
",Settled,1998-05-06,1999-08-12,NULL," Technology"," Computer Networks"," CMND"," Public (Listed)"," United States"," NASDAQ"," S.D. New York"," 98-CV-3279"," Hon. Alle",1998-05-06,1997-03-12,1998-04-29,"Lovell Stewart Halebian LLP (former New York)500 Fifth Avenue, Lovell Stewart Halebian LLP (former New York), NY 10110212.608.1900 212.719.4677 · info@lshllp.com"," S.D. New York"," 98-CV-3279"," Hon. Allen G. Schwartz",1998-09-30,1997-03-12,1998-04-29,1998,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,1,NULL,1,NULL,NULL,NULL,1,1,NULL,NULL,1,NULL
542,NULL," Adaptec, Inc. 
								  
",Dismissed,1998-01-21,2002-03-26,NULL," Technology"," Communications Equipment"," ADPT"," Public (Listed)"," United States"," NASDAQ"," N.D. California"," 98-CV-00224"," Hon. Char",1998-01-21,1997-04-29,1998-01-08,"Cohen Milstein Hausfeld & Toll PLLC (Seattle WA)701 Fifth Avenue, Suite 6860, Cohen Milstein Hausfeld & Toll PLLC (Seattle WA), WA 98014206.521.0080 206.521.0166 · lawinfo@cmht.com"," N.D. California"," 98-CV-00224"," Hon. Charles A. Legge",2000-07-14,1997-04-29,1998-01-08,1998,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
543,NULL," Compaq Computer Corporation 
								  
",Settled,1998-04-16,2002-11-25,NULL," Technology"," Computer Hardware"," CPQ"," Public (Listed)"," United States"," New York SE"," S.D. Texas"," 98-CV-01148"," Hon. Lee ",1998-04-16,1997-07-10,1998-03-06,"Bernstein Liebhard & Lifshitz, LLP (New York)10 E. 40th Street, 22nd Floor, Bernstein Liebhard & Lifshitz, LLP (New York), NY 10016800.217.1522  · info@bernlieb.com"," S.D. Texas"," 98-CV-01148"," Hon. Lee H. Rosenthal",1999-03-16,1997-07-10,1998-03-06,1998,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,1,NULL,NULL,NULL,NULL,1,NULL,1,NULL,NULL
544,NULL," Computer Associates International, Inc. 
								  
",Settled,1998-02-27,2004-01-06,NULL," Technology"," Software & Programming"," CA"," Public (Listed)"," United States"," New York SE"," E.D. New York"," 98-CV-01498"," Hon. Joan",1998-02-27,1998-01-27,1998-02-11,"Law Offices of Bruce G. Murphy265 Llwyds Lane, Law Offices of Bruce G. Murphy, FL 32963561.231.4202  · "," E.D. New York"," 98-CV-04839"," Hon. Joanna Seybert",2003-08-26,1998-01-20,1998-07-22,1998,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,1,NULL,NULL,1,NULL,NULL,NULL,NULL,1,NULL,1,NULL,NULL
545,NULL," Computer Concepts Corporation 
								  
",Dismissed,1999-02-19,2001-05-14,NULL," Technology"," Software & Programming"," CCEE"," Public (Listed)"," United States"," NASDAQ"," E.D. New York"," 99-CV-01046"," Hon. Deni",1999-02-19,1998-01-09,1998-08-19,"Squitieri & Fearon LLP (New York)420 5th Avenue, 18th Floor, Squitieri & Fearon LLP (New York), NY 10018212.575.2092 212.575.2184 · lee@sfclasslaw.com"," E.D. New York"," 99-CV-01046"," Hon. Denis R. Hurley",1999-07-20,1998-01-09,1998-08-19,1999,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL
546,NULL," Computron Software, Inc. 
								  
",Settled,1996-04-25,1998-03-11,NULL," Technology"," Software & Programming"," CFW"," Public (Listed)"," United States"," NASDAQ"," D. New Jersey"," 96-CV-1911"," Hon. Alfr",1996-04-25,1995-08-24,1996-02-20,"Bernstein Litowitz Berger & Grossmann LLP (Westfield, NJ)220 St. Paul Street, Bernstein Litowitz Berger & Grossmann LLP (Westfield, NJ), NJ 07090908.928.1700 908.301.9008 · blbg@blbglaw.com"," D. New Jersey"," 96-CV-1911"," Hon. Alfred J. Lechner, Jr.",1997-04-28,1995-08-24,1996-02-20,1996,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
547,NULL," Advanced Fibre  
								  
",Settled,1998-07-02,2002-11-20,NULL," Technology"," Communications Equipment"," AFCI"," Public (Listed)"," United States"," NASDAQ"," N.D. California"," 98-CV-20697"," Hon. Jere",1998-07-02,1997-06-03,1998-06-30,"Bernstein Litowitz Berger & Grossmann LLP (Westfield, NJ)220 St. Paul Street, Bernstein Litowitz Berger & Grossmann LLP (Westfield, NJ), NJ 07090908.928.1700 908.301.9008 · blbg@blbglaw.com"," N.D. California"," 98-CV-20697"," Hon. Jeremy Fogel",2001-07-02,1997-03-25,1998-06-30,1998,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
548,NULL," Advanced Health Corporation 
								  
",Settled,1998-07-01,2000-04-19,NULL," Healthcare"," Healthcare Facilities"," ADVH"," Public (Listed)"," United States"," NASDAQ"," S.D. New York"," 98-CV-4647"," Hon. Rich",1998-07-01,1997-05-07,1998-06-30,"Abbey Gardy & Squiteri LLP (San Francisco)595 Market Street, Suite 2500, Abbey Gardy & Squiteri LLP (San Francisco), CA 94105415.538.3725  · "," S.D. New York"," 98-CV-4647"," Hon. Richard C. Casey",1999-02-09,1997-05-07,1998-08-05,1998,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
549,NULL," Comshare, Inc. 
								  
",Dismissed,1996-08-09,1999-09-17,NULL," Technology"," Software & Programming"," CSRE"," Public (Listed)"," United States"," NASDAQ"," E.D. Michigan"," 96-CV-73711"," Hon. Lawr",1996-08-09,1996-04-17,1996-08-06,"Alan R. Miller, PC370 East Maple Road, 4th Floor, Alan R. Miller, PC, MI 48009810.644.8910  · "," E.D. Michigan"," 96-CV-73711"," Hon. Lawrence P. Zatkoff",1996-12-13,1995-08-02,1996-08-06,1996,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
550,NULL," Advanced Lighting Technologies, Inc. 
								  
",Settled,1999-04-09,2003-01-17,NULL," Consumer Cyclical"," Furniture & Fixtures"," ADLT"," Public (Listed)"," United States"," NASDAQ"," N.D. Ohio"," 99-CV-00836"," Hon. Dona",1999-04-09,1997-12-30,1998-09-30,"Milberg Weiss Bershad Hynes & Lerach LLP (San Diego, CA)600 West Broadway, 1800 One America Plaza, Milberg Weiss Bershad Hynes & Lerach LLP (San Diego, CA), CA 92101800.449.4900  · support@milberg.com"," N.D. Ohio"," 99-CV-00836"," Hon. Donald C. Nugent",1999-09-30,1997-12-30,1998-09-30,1999,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,1,NULL,NULL,1,NULL,NULL,NULL,NULL,1,NULL,1,NULL,NULL
551,NULL," Advanced Micro Devices, Inc. 
								  
",Dismissed,1999-03-10,2000-09-12,NULL," Technology"," Semiconductors"," AMD"," Public (Listed)"," United States"," New York SE"," N.D. California"," 99-CV-1102"," Magistrat",1999-03-10,1998-11-12,1999-01-13,"Kirby McInerney & Squire LLP830 Third Avenue 10th Floor, Kirby McInerney & Squire LLP, NY 10022212.317.2300  · "," N.D. California"," 99-CV-20518"," Magistrate Judge Bernard Zimmerman",2000-01-21,1998-07-13,1999-03-09,1999,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,1,1,NULL,NULL,NULL,NULL,1,NULL,1,NULL,NULL
552,NULL," Advanced Tissue Sciences, Inc. 
								  
",Dismissed,1998-06-22,1999-05-03,NULL," Healthcare"," Biotechnology & Drugs"," ATIS"," Public (Listed)"," United States"," NASDAQ"," S.D. California"," 98-CV-1146"," Hon. Judi",1998-06-22,1997-01-13,1998-06-11,None,None,None,None,1900-01-01,1900-01-01,1900-01-01,1998,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
553,NULL," Advanta Corporation 
								  
",Dismissed,1997-06-30,2000-09-11,NULL," Financial"," Consumer Financial Services"," ADVNA"," Public (Listed)"," United States"," NASDAQ"," E.D. Pennsylvania"," 97-CV-04343"," Hon. Rona",1997-06-30,1996-08-13,1997-03-17,"Bernard M. Gross1500 Walnut Street, Suite 600, Bernard M. Gross, PA 19102215.561.3600 215.561.3000 · bmgross@BernardMGross.com"," E.D. Pennsylvania"," 97-CV-04343"," Hon. Ronald L. Buckwalter",1997-12-17,1996-08-13,1997-03-17,1997,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL
554,NULL," Aetna Inc. 
								  
",Settled,1997-11-05,2001-01-05,NULL," Financial"," Insurance (Accident & Health)"," AET"," Public (Listed)"," United States"," New York SE"," E.D. Pennsylvania"," 97-CV-06811"," Hon. Harv",1997-11-05,1997-05-06,1997-09-29,"Bernard M. Gross1500 Walnut Street, Suite 600, Bernard M. Gross, PA 19102215.561.3600 215.561.3000 · bmgross@BernardMGross.com"," E.D. Pennsylvania"," "," Hon. Harvey Bartle III",1999-02-22,1997-03-26,1997-09-29,1997,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,1,1,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL
555,NULL," AgriBioTech, Inc. 
								  
",Dismissed,1999-01-14,2002-04-11,NULL," Consumer Non-Cyclical"," Crops"," ABTX"," Public (Listed)"," United States"," NASDAQ"," D. Nevada"," "," Hon. Phil",1999-01-14,1997-09-24,1998-08-26,"Bernstein Liebhard & Lifshitz, LLP (New York)10 E. 40th Street, 22nd Floor, Bernstein Liebhard & Lifshitz, LLP (New York), NY 10016800.217.1522  · info@bernlieb.com"," D. Nevada"," 99-CV-144"," Hon. Philip M. Pro",1999-07-06,1997-09-24,1999-02-16,1999,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL
556,NULL," Aid Auto Stores, Inc. 
								  
",Settled,1998-12-01,2004-01-20,NULL," Consumer Cyclical"," Auto & Truck Parts"," AIDA"," Public (Listed)"," United States"," NASDAQ"," E.D. New York"," 98-CV-7395"," Hon. Deni",1998-12-01,1997-03-16,1998-10-22,"Rabin & Peckel LLP275 Madison Avenue, 34th Floor, Rabin & Peckel LLP, NY 10016212.682.1818 212.682.1892 · email@rabinlaw.com"," E.D. New York"," 98-CV-7395"," Hon. Denis R. Hurley",2000-04-06,1996-05-15,1998-10-21,1998,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
557,NULL," Air Products & Chemicals Inc. 
								  
",Dismissed,1997-05-14,1998-10-27,NULL," Basic Materials"," Chemical Manufacturing"," "," Privately Held"," United States"," Privately Traded"," E.D. Pennsylvania"," 97-CV-03413"," Hon. Robe",1997-05-14,1993-12-29,1997-05-13,None,None,None,None,1900-01-01,1900-01-01,1900-01-01,1997,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL
558,NULL," AirTouch Comm. 
								  
",Dismissed,1999-01-06,2000-02-11,NULL," Services"," Communications Services"," ATI"," Public (Listed)"," United States"," New York SE"," N.D. California"," 99-CV-0124"," Hon. Dean",1999-01-06,1999-01-04,1999-01-04,"Weiss & Yourman (New York, NY)The French Building, 551 Fifth Ave., Suite 1600, Weiss & Yourman (New York, NY), NY 10126212.682.3025 212.682.3010 · info@wyca.com"," N.D. California"," 99-CV-1868"," Hon. Dean D. Pregerson",1999-07-19,1999-01-04,1999-01-04,1999,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
560,NULL," Alliance Semiconductor Corporation 
								  
",Dismissed,1996-03-04,2000-09-01,NULL," Technology"," Semiconductors"," ALSC"," Public (Listed)"," United States"," NASDAQ"," N.D. California"," 96-CV-00815"," Hon. Mari",1996-03-04,1995-07-11,1995-12-29,"Milberg Weiss Bershad Hynes & Lerach LLP (S.F., CA)100 Pine Street - Suite 2600, Milberg Weiss Bershad Hynes & Lerach LLP (S.F., CA), CA 94111415.288.4545 415.288.4534 · "," N.D. California"," 96-CV-00815"," Hon. Marilyn Hall Patel",1997-06-13,1995-07-11,1995-12-29,1996,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL
561,NULL," Allied Products 
								  
",Settled,1999-05-28,2004-01-15,NULL," Services"," Business Services"," ADP"," Public (Listed)"," United States"," New York SE"," N.D. Illinois"," 99-CV-03597"," Hon. Harr",1999-05-28,1997-02-06,1999-03-11,"Wechsler Harwood LLP488 Madison Avenue 8th Floor, Wechsler Harwood LLP, NY 10022212.935.7400  · info@whhf.com"," N.D. Illinois"," 99-CV-03597"," Hon. Harry D. Leinenweber",2000-04-27,1997-02-06,1999-03-11,1999,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL
562,NULL," Conrail Inc. 
								  
",Dismissed,1997-02-18,1997-09-25,NULL," Transportation"," Railroads"," CRR"," Public (Listed)"," United States"," New York SE"," E.D. Pennsylvania"," 97-CV-1214"," Hon. Dona",1997-02-18,1996-10-15,1996-10-22,"Berger & Montague PC1622 Locust Street, Berger & Montague PC, PA 19103800.424.6690 215.875.4604 · investorprotect@bm.net"," E.D. Pennsylvania"," 97-CV-1214"," Hon. Donald W. Vanartsdalen",1997-06-13,1996-10-15,1996-10-22,1997,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL
563,NULL," Consolidated Delivery & Logistics, Inc. 
								  
",Settled,1997-03-19,1999-02-11,NULL," Transportation"," Trucking"," CDLI"," Public (Listed)"," United States"," NASDAQ"," S.D. New York"," 97-CV-1939"," Hon. Lewi",1997-03-19,1995-11-21,1997-02-27,"Abbey Gardy & Squiteri LLP (San Francisco)595 Market Street, Suite 2500, Abbey Gardy & Squiteri LLP (San Francisco), CA 94105415.538.3725  · "," S.D. New York"," 97-CV-1939"," Hon. Lewis A. Kaplan",1997-10-20,1995-11-21,1997-02-27,1997,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,1,NULL,1,1,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL
564,NULL," ContiFinancial Corporation 
								  
",Settled,1999-10-21,2002-07-22,NULL," Financial"," Misc. Financial Services"," CFN"," Public (Listed)"," United States"," New York SE"," S.D. New York"," 99-CV-06794"," Hon. I. L",1999-10-21,1998-01-29,1999-07-21,"Bernstein Liebhard & Lifshitz, LLP (New York)10 E. 40th Street, 22nd Floor, Bernstein Liebhard & Lifshitz, LLP (New York), NY 10016800.217.1522  · info@bernlieb.com"," S.D. New York"," 99-CV-10941"," Hon. I. L. Glasser",2000-12-18,1998-01-29,1999-07-21,1999,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,1,NULL,1,NULL,NULL,1,NULL,1,NULL,NULL
565,NULL," CyberGuard Corporation 
								  
",Settled,1998-08-25,2004-05-11,NULL," Technology"," Software & Programming"," CYBG"," Public (Listed)"," United States"," NASDAQ"," S.D. Florida"," 98-CV-6879"," Hon. Alan",1998-08-25,1998-01-01,1998-08-24,"Beatie & Osborne LLP599 Lexington Avenue, 42nd Floor, Beatie & Osborne LLP, NY 10022212.888.9000 212.888.9664 · "," S.D. Florida"," 98-CV-6879"," Hon. Alan S. Gold",1999-08-23,1996-11-07,1998-08-24,1998,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,1,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,1,NULL,1,NULL,NULL
566,NULL," Cymer, Inc. 
								  
",Dismissed,1998-09-03,2002-03-29,NULL," Technology"," Semiconductors"," CYMI"," Public (Listed)"," United States"," NASDAQ"," S.D. California"," 98-CV-1599"," Hon. Napo",1998-09-03,1997-04-24,1997-09-26,"Entwistle & Cappucci LLP299 Park Avenue, 14th Floor, Entwistle & Cappucci LLP, NY 10171212.894.7200 212.894.7272 · info@entwistle-law.com"," S.D. California"," 98-CV-1599"," Hon. Napoleon A. Jones",2000-06-02,1997-04-24,1997-09-26,1998,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,1,NULL,1,NULL,NULL
567,NULL," Daou Systems, Inc. 
								  
",Settled,1998-08-24,2008-07-24,NULL," Technology"," Computer Networks"," DAOU"," Public (Listed)"," United States"," NASDAQ"," S.D. California"," 98-CV-1537"," Hon. Jeff",1998-08-24,1997-02-13,1998-08-14,"Barrack, Rodos & Bacine (San Diego - former)402 West Broadway , Barrack, Rodos & Bacine (San Diego - former), CA 92101619.230.0800 619.230.1874 · info@barrack.com"," S.D. California"," 98-CV-1537"," Hon. Jeffrey T. Miller",2002-05-16,1997-02-13,1998-10-28,1998,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
568,NULL," DataWorks Corporation 
								  
",Dismissed,1998-11-03,2002-06-17,NULL," Technology"," Computer Networks"," DWRX"," Public (Listed)"," United States"," NASDAQ"," S.D. California"," 98-CV-2012"," Hon. Irma",1998-11-03,1998-01-28,1998-07-16,"Milberg Weiss Bershad Hynes & Lerach LLP (San Diego, CA)600 West Broadway, 1800 One America Plaza, Milberg Weiss Bershad Hynes & Lerach LLP (San Diego, CA), CA 92101800.449.4900  · support@milberg.com"," S.D. California"," 98-CV-2012"," Hon. Irma E. Gonzalez",1999-12-22,1997-10-30,1998-07-16,1998,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL
569,NULL," Day Runner, Inc. 
								  
",Dismissed,1999-09-02,2000-05-17,NULL," Consumer Non-Cyclical"," Office Supplies"," DAYR"," Public (Listed)"," United States"," NASDAQ"," C.D. California"," 99-CV-01096"," Hon. Davi",1999-09-02,1998-10-20,1999-08-31,"Glancy Binkow & GoldBerg LLP1925 Century Park East, Suite 2100, Glancy Binkow & GoldBerg LLP, CA 90067310-201-9150  · info@glancylaw.com"," C.D. California"," 99-CV-01096"," Hon. David O. Carter",2000-01-14,1998-10-20,1999-08-31,1999,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,1,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL
570,NULL," Micro Warehouse, Inc. 
								  
",Settled,1996-10-01,1998-06-10,NULL," Financial"," Misc. Financial Services"," MWHS"," Public (Listed)"," United States"," NASDAQ"," D. Connecticut"," 96-CV-01920"," Hon. Domi",1996-10-01,1995-03-26,1996-09-27,"Barrack, Rodos & Bacine (San Diego - former)402 West Broadway , Barrack, Rodos & Bacine (San Diego - former), CA 92101619.230.0800 619.230.1874 · info@barrack.com"," D. Connecticut"," 96-CV-01920"," Hon. Dominic J. Squatrito",1997-04-25,1995-03-26,1996-09-27,1996,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,1,NULL,NULL,1,NULL,NULL,NULL,NULL,1,1,NULL,NULL,NULL
571,NULL," dELiAs Inc. 
								  
",Settled,1999-06-01,2004-04-23,NULL," Services"," Retail (Catalog & Mail Order)"," DLIA"," Public (Listed)"," United States"," NASDAQ"," S.D. New York"," 99-CV-3951"," Hon. John",1999-06-01,1998-05-21,1998-06-17,"Schatz & Nobel, P.C.330 Main Street, Schatz & Nobel, P.C., CT 06106800.797.5499 860.493.6290 · sn06106@AOL.com"," S.D. New York"," 99-CV-3951"," Hon. John E. Sprizzo",2000-03-22,1998-01-20,1998-09-10,1999,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,1,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL
